,County,Year,GDP (thousands),Average Monthly ZHVI,Estimated ZHVI,ZHVI Residual
28135,"Butler, OH",2013,15525734,135881.90476190476,5414419.138151491,135881.90476190476
28136,"Butler, OH",2014,17074054,140316.1130952381,5847596.750281515,140316.1130952381
28137,"Butler, OH",2015,18401750,142543.68452380953,6065260.196340533,142543.68452380953
28138,"Butler, OH",2016,19547961,148971.11904761905,6693143.036475774,148971.11904761905
28139,"Butler, OH",2017,20753350,155901.18604651163,7370166.23270064,155901.18604651163
28140,"Butler, OH",2018,21952552,163336.6611111111,8096622.868649863,163336.6611111111
28141,"Butler, OH",2019,22773998,175152.2888888889,9250883.916759068,175152.2888888889
28142,"Carroll, OH",2001,423109,89046.83333333333,838895.1273013297,89046.83333333333
28143,"Carroll, OH",2002,497683,88127.66666666667,749113.8405292295,88127.66666666667
28144,"Carroll, OH",2003,513033,90728.5,1003119.6572946906,90728.5
28145,"Carroll, OH",2004,572099,91149.66666666667,1044346.7552466244,91149.66666666667
28146,"Carroll, OH",2005,687525,97336.75,1648782.9046035148,97336.75
28147,"Carroll, OH",2006,659460,102817.75,2184246.705254091,102817.75
28148,"Carroll, OH",2007,584247,102534.66666666667,2156599.14904462,102534.66666666667
28149,"Carroll, OH",2008,539394,104351.41666666667,2334012.4426008034,104351.41666666667
28150,"Carroll, OH",2009,479556,98483.984375,1760838.5476150475,98483.984375
28151,"Carroll, OH",2010,651561,93960.55555555556,1318966.1209880523,93960.55555555556
28152,"Carroll, OH",2011,1220940,91447.31944444444,1073362.0350848325,91447.31944444444
28153,"Carroll, OH",2012,680159,91102.31944444444,1039657.4170909543,91102.31944444444
28154,"Carroll, OH",2013,1328129,90907.625,1020704.6753784548,90907.625
28155,"Carroll, OH",2014,2258225,96107.11111111111,1528618.6143644694,96107.11111111111
28156,"Carroll, OH",2015,1804615,100888.5,1995696.2335781902,100888.5
28157,"Carroll, OH",2016,1617066,106384.72222222222,2532723.1469473224,106384.72222222222
28158,"Carroll, OH",2017,1597431,114010.80555555556,3277741.746429406,114010.80555555556
28159,"Carroll, OH",2018,1718931,122959.97222222222,4152010.228827145,122959.97222222222
28160,"Carroll, OH",2019,1560158,130346.06944444444,4873582.137530876,130346.06944444444
28161,"Champaign, OH",2001,811146,98757.20370370371,1787509.1583754197,98757.20370370371
28162,"Champaign, OH",2002,833341,101872.23148148147,2091827.6657694262,101872.23148148147
28163,"Champaign, OH",2003,886847,104946.62037037036,2392238.3913670406,104946.62037037036
28164,"Champaign, OH",2004,950997,108432.71296296296,2732801.5749225784,108432.71296296296
28165,"Champaign, OH",2005,954933,111950.32407407407,3076393.2893703226,111950.32407407407
28166,"Champaign, OH",2006,996965,112443.75,3124654.3945557587,112443.75
28167,"Champaign, OH",2007,1002302,111266.93518518518,3009667.915196933,111266.93518518518
28168,"Champaign, OH",2008,946152,109640.06481481482,2850718.890628699,109640.06481481482
28169,"Champaign, OH",2009,836077,106297.77777777778,2524223.7215401717,106297.77777777778
28170,"Champaign, OH",2010,896979,102302.02777777778,2133836.320080638,102302.02777777778
28171,"Champaign, OH",2011,949064,99241.73148148147,1834891.01265667,99241.73148148147
28172,"Champaign, OH",2012,1003254,98659.48148148147,1777935.0929742604,98659.48148148147
28173,"Champaign, OH",2013,1082583,99398.44444444444,1850131.3616625983,99398.44444444444
28174,"Champaign, OH",2014,1110921,101614.35185185185,2066622.4731826987,101614.35185185185
28175,"Champaign, OH",2015,1116038,104168.75925925926,2316232.035427222,104168.75925925926
28176,"Champaign, OH",2016,1118003,108603.19444444444,2749409.6475572437,108603.19444444444
28177,"Champaign, OH",2017,1180946,114716.21296296296,3346616.400590809,114716.21296296296
28178,"Champaign, OH",2018,1216436,122929.11111111111,4148981.6979349405,122929.11111111111
28179,"Champaign, OH",2019,1218398,131316.59259259258,4968443.540638287,131316.59259259258
28180,"Clark, OH",2001,3524846,104069.70238095238,2306560.2754811514,104069.70238095238
28181,"Clark, OH",2002,3614684,107059.58928571429,2598666.964761434,107059.58928571429
28182,"Clark, OH",2003,3617235,109304.48809523809,2817893.5235390086,109304.48809523809
28183,"Clark, OH",2004,3823349,113137.02380952382,3192356.7141782455,113137.02380952382
28184,"Clark, OH",2005,3864961,115911.96428571429,3463459.0763029214,115911.96428571429
28185,"Clark, OH",2006,4067260,119423.77380952382,3806562.318026116,119423.77380952382
28186,"Clark, OH",2007,3958001,118621.50595238095,3728211.2930084616,118621.50595238095
28187,"Clark, OH",2008,3910978,115656.375,3438449.272806015,115656.375
28188,"Clark, OH",2009,3852263,110319.17857142857,2917053.486622449,110319.17857142857
28189,"Clark, OH",2010,3923589,103172.94642857143,2218928.268697066,103172.94642857143
28190,"Clark, OH",2011,4068204,98425.94047619047,1755172.2640102785,98425.94047619047
28191,"Clark, OH",2012,4135322,101022.73809523809,2008884.997141011,101022.73809523809
28192,"Clark, OH",2013,4258816,97560.58333333333,1670666.4826633073,97560.58333333333
28193,"Clark, OH",2014,4393227,98656.02976190476,1777642.009339532,98656.02976190476
28194,"Clark, OH",2015,4526118,97744.56547619047,1688642.2789267097,97744.56547619047
28195,"Clark, OH",2016,4582951,100919.19642857143,1998724.7644703928,100919.19642857143
28196,"Clark, OH",2017,4664043,109371.68452380953,2824536.7525928747,109371.68452380953
28197,"Clark, OH",2018,4843057,115596.04761904762,3432587.600111427,115596.04761904762
28198,"Clark, OH",2019,4985436,121363.53571428571,3996089.735151114,121363.53571428571
28199,"Clermont, OH",2001,4439366,124288.54166666667,4281846.279012259,124288.54166666667
28200,"Clermont, OH",2002,4577768,129796.72023809524,4819947.8323754,129796.72023809524
28201,"Clermont, OH",2003,4713183,134824.35119047618,5311058.30963693,134824.35119047618
28202,"Clermont, OH",2004,5123437,140719.06547619047,5886967.651880162,140719.06547619047
28203,"Clermont, OH",2005,5277479,145154.34523809524,6320242.958555095,145154.34523809524
28204,"Clermont, OH",2006,5636354,150466.90476190476,6839294.075660825,150466.90476190476
28205,"Clermont, OH",2007,5870436,150086.97619047618,6802170.148595104,150086.97619047618
28206,"Clermont, OH",2008,5644130,145763.64285714287,6379836.630950067,145763.64285714287
28207,"Clermont, OH",2009,5627179,140969.5892857143,5911488.982652519,140969.5892857143
28208,"Clermont, OH",2010,6009570,136005.26785714287,5426435.567175396,136005.26785714287
28209,"Clermont, OH",2011,6325321,135194.0357142857,5347205.291253554,135194.0357142857
28210,"Clermont, OH",2012,6298273,133020.29761904763,5134817.350619664,133020.29761904763
28211,"Clermont, OH",2013,6694342,131582.91666666666,4994430.28958429,131582.91666666666
28212,"Clermont, OH",2014,7083836,131078.88095238095,4945192.238949755,131078.88095238095
28213,"Clermont, OH",2015,7982130,136730.50595238095,5497361.806779906,136730.50595238095
28214,"Clermont, OH",2016,7849959,142943.52976190476,6104338.014304452,142943.52976190476
28215,"Clermont, OH",2017,8191326,157122.10119047618,7489451.272035498,157122.10119047618
28216,"Clermont, OH",2018,8665669,159223.859375,7694805.205435883,159223.859375
28217,"Clermont, OH",2019,8747966,166211.32291666666,8377396.990720609,166211.32291666666
28218,"Clinton, OH",2001,1634925,111683.76388888889,3050406.540424317,111683.76388888889
28219,"Clinton, OH",2002,1636134,114992.93055555556,3373677.789530823,114992.93055555556
28220,"Clinton, OH",2003,1707658,110698.70652173914,2954177.41368817,110698.70652173914
28221,"Clinton, OH",2004,1908767,109501.58333333333,2837237.043431148,109501.58333333333
28222,"Clinton, OH",2005,2027317,110416.25925925926,2926529.8574786987,110416.25925925926
28223,"Clinton, OH",2006,2351531,115130.88888888889,3387159.6367283743,115130.88888888889
28224,"Clinton, OH",2007,2398722,115569.3425925926,3429949.847398864,115569.3425925926
28225,"Clinton, OH",2008,2351154,114449.81481481482,3320629.6516448054,114449.81481481482
28226,"Clinton, OH",2009,2061076,109808.44444444444,2867131.5741735455,109808.44444444444
28227,"Clinton, OH",2010,1755127,105817.05555555556,2477232.645438561,105817.05555555556
28228,"Clinton, OH",2011,1797703,101603.9074074074,2065645.5277336016,101603.9074074074
28229,"Clinton, OH",2012,1805754,100004.37037037036,1909334.2558779325,100004.37037037036
28230,"Clinton, OH",2013,1826597,99058.56481481482,1817012.9109381773,99058.56481481482
28231,"Clinton, OH",2014,1846635,100329.43518518518,1941084.9829736147,100329.43518518518
28232,"Clinton, OH",2015,1997296,103557.64814814815,2256540.6684873383,103557.64814814815
28233,"Clinton, OH",2016,2070499,105978.94444444444,2493059.1617139466,105978.94444444444
28234,"Clinton, OH",2017,2208670,108781.19444444444,2766799.276551187,108781.19444444444
28235,"Clinton, OH",2018,2320529,115259.03703703704,3399664.5384768266,115259.03703703704
28236,"Clinton, OH",2019,2402110,123343.16666666667,4189427.239527596,123343.16666666667
28237,"Columbiana, OH",2001,2007826,81572.50793650794,108726.09864553437,81572.50793650794
28238,"Columbiana, OH",2002,2123130,84176.94047619047,363122.69359063637,84176.94047619047
28239,"Columbiana, OH",2003,2167225,86165.70238095238,557437.1434162147,86165.70238095238
28240,"Columbiana, OH",2004,2224484,89286.81349206349,862341.8180796783,89286.81349206349
28241,"Columbiana, OH",2005,2363513,92698.26984126984,1195577.9107669834,92698.26984126984
28242,"Columbiana, OH",2006,2458526,93696.58730158731,1293174.7611318678,93696.58730158731
28243,"Columbiana, OH",2007,2532668,93371.97619047618,1261424.0340361837,93371.97619047618
28244,"Columbiana, OH",2008,2431706,92800.07936507936,1205542.7543477826,92800.07936507936
28245,"Columbiana, OH",2009,2342429,89969.19841269842,928969.4977081586,89969.19841269842
28246,"Columbiana, OH",2010,2466002,86860.32142857143,625237.1575836111,86860.32142857143
28247,"Columbiana, OH",2011,2631624,84309.63492063493,376116.0680636391,84309.63492063493
28248,"Columbiana, OH",2012,2710274,84115.69444444444,357163.32635113876,84115.69444444444
28249,"Columbiana, OH",2013,2852097,85383.74603174604,481040.00929675624,85383.74603174604
28250,"Columbiana, OH",2014,3098475,87585.72619047618,696163.3971881215,87585.72619047618
28251,"Columbiana, OH",2015,3083755,90390.09523809524,970098.9011151809,90390.09523809524
28252,"Columbiana, OH",2016,3023556,93373.39682539682,1261521.7285810933,93373.39682539682
28253,"Columbiana, OH",2017,3028823,98225.61507936507,1735633.35502832,98225.61507936507
28254,"Columbiana, OH",2018,3206005,103107.03571428571,2212480.428733021,103107.03571428571
28255,"Columbiana, OH",2019,3310778,108511.49603174604,2740421.7494255435,108511.49603174604
28256,"Coshocton, OH",2009,1310271,83596.48611111111,306362.1629980467,83596.48611111111
28257,"Coshocton, OH",2010,1388077,81101.17708333333,62614.27344811242,81101.17708333333
28258,"Coshocton, OH",2011,1513053,78417.1875,-199597.88508977275,78417.1875
28259,"Coshocton, OH",2012,1418641,77690.23958333333,-270621.8192391917,77690.23958333333
28260,"Coshocton, OH",2013,1549567,79085.55208333333,-134240.23454512097,79085.55208333333
28261,"Coshocton, OH",2014,1725823,82354.9375,185123.23276499286,82354.9375
28262,"Coshocton, OH",2015,1605693,86800.66666666667,619473.1794339325,86800.66666666667
28263,"Coshocton, OH",2016,1470585,91393.0,1068086.5296597034,91393.0
28264,"Coshocton, OH",2017,1449107,97642.77083333333,1678677.4353459105,97642.77083333333
28265,"Coshocton, OH",2018,1542992,104833.07291666667,2381101.2132473234,104833.07291666667
28266,"Coshocton, OH",2019,1433558,108668.24074074074,2755759.7929763813,108668.24074074074
28267,"Crawford, OH",2001,1115782,74162.94444444444,-615190.479136033,74162.94444444444
28268,"Crawford, OH",2002,1135993,74446.63888888889,-587445.2283816515,74446.63888888889
28269,"Crawford, OH",2003,1193676,74110.72222222222,-620270.5954713421,74110.72222222222
28270,"Crawford, OH",2004,1251050,73052.16666666667,-723729.1185308127,73052.16666666667
28271,"Crawford, OH",2005,1270966,74430.61111111111,-589008.3411002085,74430.61111111111
28272,"Crawford, OH",2006,1243259,76918.77777777778,-345944.3133646427,76918.77777777778
28273,"Crawford, OH",2007,1239427,75611.52777777778,-473631.0835617427,75611.52777777778
28274,"Crawford, OH",2008,1212975,76021.11111111111,-433674.01469363645,76021.11111111111
28275,"Crawford, OH",2009,1156593,73270.5,-702431.7077404782,73270.5
28276,"Crawford, OH",2010,1155377,73233.77777777778,-705948.7113572303,73233.77777777778
28277,"Crawford, OH",2011,1236791,72237.5671641791,-803252.4780873843,72237.5671641791
28278,"Crawford, OH",2012,1271432,73426.80952380953,-687093.6641896404,73426.80952380953
28279,"Crawford, OH",2013,1288299,72704.10714285714,-757726.8201594204,72704.10714285714
28280,"Crawford, OH",2014,1324341,73179.79761904762,-711224.2167823594,73179.79761904762
28281,"Crawford, OH",2015,1374738,74426.52380952382,-589399.1192798475,74426.52380952382
28282,"Crawford, OH",2016,1378050,74929.52173913043,-540258.763190221,74929.52173913043
28283,"Crawford, OH",2017,1356488,77926.92708333333,-247468.21209557075,77926.92708333333
28284,"Crawford, OH",2018,1351984,81815.44791666667,132368.1785137048,81815.44791666667
28285,"Crawford, OH",2019,1424072,86205.69791666667,561344.9252126068,86205.69791666667
28286,"Cuyahoga, OH",2001,63234125,142882.49489795917,6098280.9525200445,142882.49489795917
28287,"Cuyahoga, OH",2002,65554757,146547.04421768707,6456331.459614435,146547.04421768707
28288,"Cuyahoga, OH",2003,68296891,151181.4098639456,6909047.980726417,151181.4098639456
28289,"Cuyahoga, OH",2004,71091668,158674.84523809524,7641170.900280407,158674.84523809524
28290,"Cuyahoga, OH",2005,74631336,164008.00340136053,8162175.9082843345,164008.00340136053
28291,"Cuyahoga, OH",2006,74900847,166694.85884353743,8424681.150456948,166694.85884353743
28292,"Cuyahoga, OH",2007,77037204,159733.7431972789,7744629.423339879,159733.7431972789
28293,"Cuyahoga, OH",2008,77903417,148174.88775510204,6615378.178727578,148174.88775510204
28294,"Cuyahoga, OH",2009,73985147,134401.77891156462,5269831.211684998,134401.77891156462
28295,"Cuyahoga, OH",2010,74770593,130114.83503401361,4851014.697656715,130114.83503401361
28296,"Cuyahoga, OH",2011,76857903,120547.4931972789,3916273.291959813,120547.4931972789
28297,"Cuyahoga, OH",2012,80103628,113745.59523809524,3251852.69202831,113745.59523809524
28298,"Cuyahoga, OH",2013,82015461,116012.40133779265,3473228.5307939015,116012.40133779265
28299,"Cuyahoga, OH",2014,85521637,114887.075,3363322.167770384,114887.075
28300,"Cuyahoga, OH",2015,88171435,119304.33666666667,3794838.97263694,119304.33666666667
28301,"Cuyahoga, OH",2016,89940216,122015.55833333333,4059786.578432299,122015.55833333333
28302,"Cuyahoga, OH",2017,92881876,130381.49,4877001.446602719,130381.49
28303,"Cuyahoga, OH",2018,97878183,140143.29166666666,5830695.594012121,140143.29166666666
28304,"Cuyahoga, OH",2019,101181559,145316.72833333333,6336167.16937539,145316.72833333333
28305,"Darke, OH",2001,1280500,95523.30729166667,1471565.0001371503,95523.30729166667
28306,"Darke, OH",2002,1338893,100046.8125,1913535.1213090532,100046.8125
28307,"Darke, OH",2003,1320846,102425.4375,2145852.7491045427,102425.4375
28308,"Darke, OH",2004,1382274,106199.89583333333,2514649.6561390106,106199.89583333333
28309,"Darke, OH",2005,1323091,108120.21354166667,2702223.182365814,108120.21354166667
28310,"Darke, OH",2006,1388226,110456.68229166667,2930535.3338200003,110456.68229166667
28311,"Darke, OH",2007,1400328,113051.328125,3183954.9833160043,113051.328125
28312,"Darke, OH",2008,1586259,113662.74479166667,3243744.0448007975,113662.74479166667
28313,"Darke, OH",2009,1442262,110635.203125,2947924.9628139436,110635.203125
28314,"Darke, OH",2010,1522408,107895.32291666667,2680241.9097611103,107895.32291666667
28315,"Darke, OH",2011,1596027,101949.296875,2099350.14572748,101949.296875
28316,"Darke, OH",2012,1662149,101435.84375,2049232.8441887572,101435.84375
28317,"Darke, OH",2013,1824534,104311.625,2330202.355349321,104311.625
28318,"Darke, OH",2014,2044196,110080.78125,2893802.1849339176,110080.78125
28319,"Darke, OH",2015,1986957,118782.078125,3743842.420194028,118782.078125
28320,"Darke, OH",2016,1922835,125248.921875,4375633.042125661,125248.921875
28321,"Darke, OH",2017,2159590,128748.40625,4717466.254765028,128748.40625
28322,"Darke, OH",2018,2357574,137582.75,5580597.55904305,137582.75
