,County,Year,GDP (thousands)
35623,"St. Lawrence, NY",2018,"4,842,277"
35624,"St. Lawrence, NY",2019,"5,091,593"
35625,"Saratoga, NY",2001,"5,179,856"
35626,"Saratoga, NY",2002,"5,420,007"
35627,"Saratoga, NY",2003,"5,897,161"
35628,"Saratoga, NY",2004,"6,453,717"
35629,"Saratoga, NY",2005,"6,854,609"
35630,"Saratoga, NY",2006,"7,540,527"
35631,"Saratoga, NY",2007,"7,725,397"
35632,"Saratoga, NY",2008,"7,768,153"
35633,"Saratoga, NY",2009,"8,169,895"
35634,"Saratoga, NY",2010,"8,546,105"
35635,"Saratoga, NY",2011,"8,628,887"
35636,"Saratoga, NY",2012,"8,962,456"
35637,"Saratoga, NY",2013,"9,330,850"
35638,"Saratoga, NY",2014,"9,524,849"
35639,"Saratoga, NY",2015,"10,055,266"
35640,"Saratoga, NY",2016,"10,359,657"
35641,"Saratoga, NY",2017,"10,978,156"
35642,"Saratoga, NY",2018,"11,625,509"
35643,"Saratoga, NY",2019,"12,191,409"
35644,"Schenectady, NY",2001,"5,462,228"
35645,"Schenectady, NY",2002,"5,917,079"
35646,"Schenectady, NY",2003,"6,054,232"
35647,"Schenectady, NY",2004,"6,322,319"
35648,"Schenectady, NY",2005,"6,441,894"
35649,"Schenectady, NY",2006,"6,960,978"
35650,"Schenectady, NY",2007,"7,092,279"
35651,"Schenectady, NY",2008,"7,272,930"
35652,"Schenectady, NY",2009,"7,492,287"
35653,"Schenectady, NY",2010,"7,333,703"
35654,"Schenectady, NY",2011,"7,429,081"
35655,"Schenectady, NY",2012,"7,462,315"
35656,"Schenectady, NY",2013,"7,649,516"
35657,"Schenectady, NY",2014,"7,546,842"
35658,"Schenectady, NY",2015,"7,991,268"
35659,"Schenectady, NY",2016,"8,429,958"
35660,"Schenectady, NY",2017,"8,740,511"
35661,"Schenectady, NY",2018,"9,040,312"
35662,"Schenectady, NY",2019,"9,325,033"
35663,"Schoharie, NY",2001,"631,813"
35664,"Schoharie, NY",2002,"634,245"
35665,"Schoharie, NY",2003,"662,493"
35666,"Schoharie, NY",2004,"692,253"
35667,"Schoharie, NY",2005,"725,382"
35668,"Schoharie, NY",2006,"780,070"
35669,"Schoharie, NY",2007,"806,042"
35670,"Schoharie, NY",2008,"805,504"
35671,"Schoharie, NY",2009,"833,103"
35672,"Schoharie, NY",2010,"869,658"
35673,"Schoharie, NY",2011,"866,838"
35674,"Schoharie, NY",2012,"871,543"
35675,"Schoharie, NY",2013,"887,624"
35676,"Schoharie, NY",2014,"903,771"
35677,"Schoharie, NY",2015,"930,670"
35678,"Schoharie, NY",2016,"983,044"
35679,"Schoharie, NY",2017,"1,080,111"
35680,"Schoharie, NY",2018,"1,141,230"
35681,"Schoharie, NY",2019,"1,228,127"
35682,"Schuyler, NY",2001,"285,601"
35683,"Schuyler, NY",2002,"299,180"
35684,"Schuyler, NY",2003,"311,976"
35685,"Schuyler, NY",2004,"331,050"
35686,"Schuyler, NY",2005,"341,502"
35687,"Schuyler, NY",2006,"379,542"
35688,"Schuyler, NY",2007,"419,412"
35689,"Schuyler, NY",2008,"429,077"
35690,"Schuyler, NY",2009,"436,113"
35691,"Schuyler, NY",2010,"458,247"
35692,"Schuyler, NY",2011,"472,588"
35693,"Schuyler, NY",2012,"488,640"
35694,"Schuyler, NY",2013,"504,450"
35695,"Schuyler, NY",2014,"523,514"
35696,"Schuyler, NY",2015,"519,265"
35697,"Schuyler, NY",2016,"519,975"
35698,"Schuyler, NY",2017,"523,604"
35699,"Schuyler, NY",2018,"543,909"
35700,"Schuyler, NY",2019,"574,435"
35701,"Seneca, NY",2001,"649,736"
35702,"Seneca, NY",2002,"690,870"
35703,"Seneca, NY",2003,"768,706"
35704,"Seneca, NY",2004,"854,845"
35705,"Seneca, NY",2005,"874,991"
35706,"Seneca, NY",2006,"950,798"
35707,"Seneca, NY",2007,"980,783"
35708,"Seneca, NY",2008,"1,062,193"
35709,"Seneca, NY",2009,"1,109,459"
35710,"Seneca, NY",2010,"1,158,114"
35711,"Seneca, NY",2011,"1,186,923"
35712,"Seneca, NY",2012,"1,281,781"
35713,"Seneca, NY",2013,"1,311,874"
35714,"Seneca, NY",2014,"1,363,421"
35715,"Seneca, NY",2015,"1,399,674"
35716,"Seneca, NY",2016,"1,398,162"
35717,"Seneca, NY",2017,"1,516,150"
35718,"Seneca, NY",2018,"1,579,498"
35719,"Seneca, NY",2019,"1,718,070"
35720,"Steuben, NY",2001,"2,982,494"
35721,"Steuben, NY",2002,"2,803,082"
35722,"Steuben, NY",2003,"2,810,565"
35723,"Steuben, NY",2004,"3,038,580"
35724,"Steuben, NY",2005,"3,375,503"
35725,"Steuben, NY",2006,"3,735,680"
35726,"Steuben, NY",2007,"3,792,014"
35727,"Steuben, NY",2008,"3,990,700"
35728,"Steuben, NY",2009,"3,803,057"
35729,"Steuben, NY",2010,"3,998,317"
35730,"Steuben, NY",2011,"4,033,340"
35731,"Steuben, NY",2012,"3,992,290"
35732,"Steuben, NY",2013,"4,307,549"
35733,"Steuben, NY",2014,"4,552,672"
35734,"Steuben, NY",2015,"4,436,908"
35735,"Steuben, NY",2016,"4,357,158"
35736,"Steuben, NY",2017,"4,384,192"
35737,"Steuben, NY",2018,"4,605,981"
35738,"Steuben, NY",2019,"4,871,359"
35739,"Suffolk, NY",2001,"49,109,523"
35740,"Suffolk, NY",2002,"50,944,028"
35741,"Suffolk, NY",2003,"53,371,398"
35742,"Suffolk, NY",2004,"56,514,927"
35743,"Suffolk, NY",2005,"59,158,009"
35744,"Suffolk, NY",2006,"63,449,042"
35745,"Suffolk, NY",2007,"64,893,275"
35746,"Suffolk, NY",2008,"67,517,464"
35747,"Suffolk, NY",2009,"70,199,493"
35748,"Suffolk, NY",2010,"73,676,113"
35749,"Suffolk, NY",2011,"74,394,534"
35750,"Suffolk, NY",2012,"77,826,078"
35751,"Suffolk, NY",2013,"79,459,001"
35752,"Suffolk, NY",2014,"81,758,730"
35753,"Suffolk, NY",2015,"85,195,599"
35754,"Suffolk, NY",2016,"87,705,868"
35755,"Suffolk, NY",2017,"90,334,821"
35756,"Suffolk, NY",2018,"93,814,566"
35757,"Suffolk, NY",2019,"97,131,636"
35758,"Sullivan, NY",2001,"1,611,137"
35759,"Sullivan, NY",2002,"1,741,835"
35760,"Sullivan, NY",2003,"1,861,493"
35761,"Sullivan, NY",2004,"1,985,435"
35762,"Sullivan, NY",2005,"2,075,249"
35763,"Sullivan, NY",2006,"2,190,117"
35764,"Sullivan, NY",2007,"2,230,008"
35765,"Sullivan, NY",2008,"2,336,763"
35766,"Sullivan, NY",2009,"2,386,787"
35767,"Sullivan, NY",2010,"2,447,557"
35768,"Sullivan, NY",2011,"2,411,426"
35769,"Sullivan, NY",2012,"2,480,694"
35770,"Sullivan, NY",2013,"2,528,283"
35771,"Sullivan, NY",2014,"2,576,688"
35772,"Sullivan, NY",2015,"2,660,566"
35773,"Sullivan, NY",2016,"2,810,645"
35774,"Sullivan, NY",2017,"2,893,830"
35775,"Sullivan, NY",2018,"3,131,088"
35776,"Sullivan, NY",2019,"3,316,941"
35777,"Tioga, NY",2001,"901,165"
35778,"Tioga, NY",2002,"932,454"
35779,"Tioga, NY",2003,"954,040"
35780,"Tioga, NY",2004,"1,029,009"
35781,"Tioga, NY",2005,"1,091,219"
35782,"Tioga, NY",2006,"1,245,967"
35783,"Tioga, NY",2007,"1,359,084"
35784,"Tioga, NY",2008,"1,445,940"
35785,"Tioga, NY",2009,"1,471,471"
35786,"Tioga, NY",2010,"1,550,061"
35787,"Tioga, NY",2011,"1,484,207"
35788,"Tioga, NY",2012,"1,472,728"
35789,"Tioga, NY",2013,"1,771,554"
35790,"Tioga, NY",2014,"1,860,219"
35791,"Tioga, NY",2015,"1,989,775"
35792,"Tioga, NY",2016,"1,808,527"
35793,"Tioga, NY",2017,"1,719,345"
35794,"Tioga, NY",2018,"1,783,888"
35795,"Tioga, NY",2019,"1,898,922"
35796,"Tompkins, NY",2001,"3,344,755"
35797,"Tompkins, NY",2002,"3,537,120"
35798,"Tompkins, NY",2003,"3,797,338"
35799,"Tompkins, NY",2004,"3,992,242"
35800,"Tompkins, NY",2005,"4,125,853"
35801,"Tompkins, NY",2006,"4,357,541"
35802,"Tompkins, NY",2007,"4,478,810"
35803,"Tompkins, NY",2008,"4,786,653"
35804,"Tompkins, NY",2009,"4,997,297"
35805,"Tompkins, NY",2010,"5,243,691"
35806,"Tompkins, NY",2011,"5,260,798"
35807,"Tompkins, NY",2012,"5,396,234"
35808,"Tompkins, NY",2013,"5,527,146"
35809,"Tompkins, NY",2014,"5,589,203"
35810,"Tompkins, NY",2015,"5,783,047"
35811,"Tompkins, NY",2016,"5,945,251"
35812,"Tompkins, NY",2017,"6,113,843"
35813,"Tompkins, NY",2018,"6,336,326"
35814,"Tompkins, NY",2019,"6,432,476"
35815,"Ulster, NY",2001,"3,838,128"
35816,"Ulster, NY",2002,"4,001,327"
35817,"Ulster, NY",2003,"4,213,531"
35818,"Ulster, NY",2004,"4,480,607"
35819,"Ulster, NY",2005,"4,681,765"
35820,"Ulster, NY",2006,"5,216,971"
35821,"Ulster, NY",2007,"5,372,352"
35822,"Ulster, NY",2008,"5,586,128"
35823,"Ulster, NY",2009,"5,696,476"
35824,"Ulster, NY",2010,"5,865,102"
35825,"Ulster, NY",2011,"5,916,788"
35826,"Ulster, NY",2012,"6,121,761"
35827,"Ulster, NY",2013,"6,271,500"
35828,"Ulster, NY",2014,"6,392,016"
35829,"Ulster, NY",2015,"6,569,477"
35830,"Ulster, NY",2016,"6,769,907"
35831,"Ulster, NY",2017,"7,019,009"
35832,"Ulster, NY",2018,"7,353,496"
35833,"Ulster, NY",2019,"7,708,912"
35834,"Warren, NY",2001,"2,095,087"
35835,"Warren, NY",2002,"2,210,515"
35836,"Warren, NY",2003,"2,335,833"
35837,"Warren, NY",2004,"2,555,381"
35838,"Warren, NY",2005,"2,694,491"
35839,"Warren, NY",2006,"2,896,005"
35840,"Warren, NY",2007,"2,951,011"
35841,"Warren, NY",2008,"3,199,240"
35842,"Warren, NY",2009,"3,448,602"
35843,"Warren, NY",2010,"3,515,834"
35844,"Warren, NY",2011,"3,446,575"
35845,"Warren, NY",2012,"3,498,792"
35846,"Warren, NY",2013,"3,598,240"
35847,"Warren, NY",2014,"3,751,585"
35848,"Warren, NY",2015,"3,949,814"
35849,"Warren, NY",2016,"4,049,907"
35850,"Warren, NY",2017,"4,212,505"
35851,"Warren, NY",2018,"4,416,362"
35852,"Warren, NY",2019,"4,660,924"
35853,"Washington, NY",2001,"1,071,040"
35854,"Washington, NY",2002,"1,084,046"
35855,"Washington, NY",2003,"1,133,357"
35856,"Washington, NY",2004,"1,244,550"
35857,"Washington, NY",2005,"1,206,921"
35858,"Washington, NY",2006,"1,360,813"
35859,"Washington, NY",2007,"1,414,229"
35860,"Washington, NY",2008,"1,467,528"
35861,"Washington, NY",2009,"1,524,356"
35862,"Washington, NY",2010,"1,595,020"
35863,"Washington, NY",2011,"1,669,774"
35864,"Washington, NY",2012,"1,736,492"
35865,"Washington, NY",2013,"1,774,669"
35866,"Washington, NY",2014,"1,801,383"
35867,"Washington, NY",2015,"1,757,583"
35868,"Washington, NY",2016,"1,747,054"
35869,"Washington, NY",2017,"1,804,664"
35870,"Washington, NY",2018,"1,852,546"
35871,"Washington, NY",2019,"2,003,112"
35872,"Wayne, NY",2001,"2,301,783"
35873,"Wayne, NY",2002,"2,324,393"
35874,"Wayne, NY",2003,"2,346,210"
35875,"Wayne, NY",2004,"2,363,499"
35876,"Wayne, NY",2005,"2,398,583"
35877,"Wayne, NY",2006,"2,676,118"
35878,"Wayne, NY",2007,"2,892,780"
35879,"Wayne, NY",2008,"3,046,820"
35880,"Wayne, NY",2009,"3,198,245"
35881,"Wayne, NY",2010,"3,384,345"
35882,"Wayne, NY",2011,"3,296,368"
35883,"Wayne, NY",2012,"3,380,969"
35884,"Wayne, NY",2013,"3,558,354"
35885,"Wayne, NY",2014,"3,482,984"
35886,"Wayne, NY",2015,"3,691,754"
35887,"Wayne, NY",2016,"3,823,465"
35888,"Wayne, NY",2017,"3,978,568"
35889,"Wayne, NY",2018,"4,110,759"
35890,"Wayne, NY",2019,"4,369,338"
35891,"Westchester, NY",2001,"44,486,626"
35892,"Westchester, NY",2002,"45,320,451"
35893,"Westchester, NY",2003,"47,278,887"
35894,"Westchester, NY",2004,"51,569,134"
35895,"Westchester, NY",2005,"53,480,770"
35896,"Westchester, NY",2006,"55,854,711"
35897,"Westchester, NY",2007,"58,750,964"
35898,"Westchester, NY",2008,"59,412,273"
35899,"Westchester, NY",2009,"59,703,735"
35900,"Westchester, NY",2010,"62,170,766"
35901,"Westchester, NY",2011,"63,323,265"
35902,"Westchester, NY",2012,"67,808,723"
35903,"Westchester, NY",2013,"68,894,099"
35904,"Westchester, NY",2014,"70,838,932"
35905,"Westchester, NY",2015,"72,778,874"
35906,"Westchester, NY",2016,"75,132,780"
35907,"Westchester, NY",2017,"78,401,499"
35908,"Westchester, NY",2018,"83,040,144"
35909,"Westchester, NY",2019,"86,228,480"
35910,"Wyoming, NY",2001,"814,309"
35911,"Wyoming, NY",2002,"891,199"
35912,"Wyoming, NY",2003,"962,932"
35913,"Wyoming, NY",2004,"1,035,822"
35914,"Wyoming, NY",2005,"1,091,134"
35915,"Wyoming, NY",2006,"1,133,689"
35916,"Wyoming, NY",2007,"1,153,147"
35917,"Wyoming, NY",2008,"1,238,572"
35918,"Wyoming, NY",2009,"1,196,706"
35919,"Wyoming, NY",2010,"1,430,414"
35920,"Wyoming, NY",2011,"1,453,429"
35921,"Wyoming, NY",2012,"1,533,948"
35922,"Wyoming, NY",2013,"1,601,944"
35923,"Wyoming, NY",2014,"1,725,287"
35924,"Wyoming, NY",2015,"1,640,347"
35925,"Wyoming, NY",2016,"1,614,391"
35926,"Wyoming, NY",2017,"1,672,126"
35927,"Wyoming, NY",2018,"1,720,968"
35928,"Wyoming, NY",2019,"1,873,403"
35929,"Yates, NY",2001,"486,315"
35930,"Yates, NY",2002,"527,342"
35931,"Yates, NY",2003,"531,626"
35932,"Yates, NY",2004,"876,535"
35933,"Yates, NY",2005,"811,194"
35934,"Yates, NY",2006,"765,372"
35935,"Yates, NY",2007,"684,583"
35936,"Yates, NY",2008,"688,518"
35937,"Yates, NY",2009,"689,165"
35938,"Yates, NY",2010,"812,085"
35939,"Yates, NY",2011,"774,259"
35940,"Yates, NY",2012,"768,106"
35941,"Yates, NY",2013,"784,504"
35942,"Yates, NY",2014,"747,619"
35943,"Yates, NY",2015,"839,922"
35944,"Yates, NY",2016,"856,937"
35945,"Yates, NY",2017,"904,424"
35946,"Yates, NY",2018,"907,416"
35947,"Yates, NY",2019,"973,908"
35948,"Alamance, NC",2001,"3,700,284"
35949,"Alamance, NC",2002,"3,954,555"
35950,"Alamance, NC",2003,"3,970,761"
35951,"Alamance, NC",2004,"4,265,563"
35952,"Alamance, NC",2005,"4,375,112"
35953,"Alamance, NC",2006,"4,702,072"
35954,"Alamance, NC",2007,"4,753,825"
35955,"Alamance, NC",2008,"4,810,209"
35956,"Alamance, NC",2009,"4,648,424"
35957,"Alamance, NC",2010,"4,888,739"
35958,"Alamance, NC",2011,"5,042,057"
35959,"Alamance, NC",2012,"5,130,666"
35960,"Alamance, NC",2013,"5,227,967"
35961,"Alamance, NC",2014,"5,330,784"
35962,"Alamance, NC",2015,"5,528,907"
35963,"Alamance, NC",2016,"5,844,596"
35964,"Alamance, NC",2017,"5,952,580"
35965,"Alamance, NC",2018,"6,158,120"
35966,"Alamance, NC",2019,"6,471,101"
35967,"Alexander, NC",2001,"561,843"
35968,"Alexander, NC",2002,"581,447"
35969,"Alexander, NC",2003,"606,822"
35970,"Alexander, NC",2004,"643,349"
35971,"Alexander, NC",2005,"653,985"
35972,"Alexander, NC",2006,"702,999"
35973,"Alexander, NC",2007,"707,861"
35974,"Alexander, NC",2008,"626,561"
35975,"Alexander, NC",2009,"615,075"
35976,"Alexander, NC",2010,"651,027"
35977,"Alexander, NC",2011,"636,614"
35978,"Alexander, NC",2012,"667,456"
35979,"Alexander, NC",2013,"704,787"
35980,"Alexander, NC",2014,"765,151"
35981,"Alexander, NC",2015,"819,426"
35982,"Alexander, NC",2016,"808,598"
35983,"Alexander, NC",2017,"850,421"
35984,"Alexander, NC",2018,"845,650"
35985,"Alexander, NC",2019,"870,291"
35986,"Alleghany, NC",2001,"223,863"
35987,"Alleghany, NC",2002,"244,191"
35988,"Alleghany, NC",2003,"246,324"
35989,"Alleghany, NC",2004,"277,385"
35990,"Alleghany, NC",2005,"262,184"
35991,"Alleghany, NC",2006,"297,393"
35992,"Alleghany, NC",2007,"273,618"
35993,"Alleghany, NC",2008,"271,271"
35994,"Alleghany, NC",2009,"265,624"
35995,"Alleghany, NC",2010,"270,574"
35996,"Alleghany, NC",2011,"276,466"
35997,"Alleghany, NC",2012,"269,580"
35998,"Alleghany, NC",2013,"304,679"
35999,"Alleghany, NC",2014,"316,956"
36000,"Alleghany, NC",2015,"326,942"
36001,"Alleghany, NC",2016,"332,809"
36002,"Alleghany, NC",2017,"343,314"
36003,"Alleghany, NC",2018,"350,886"
36004,"Alleghany, NC",2019,"384,143"
36005,"Anson, NC",2001,"560,217"
36006,"Anson, NC",2002,"553,796"
36007,"Anson, NC",2003,"538,114"
36008,"Anson, NC",2004,"582,841"
36009,"Anson, NC",2005,"575,652"
36010,"Anson, NC",2006,"628,352"
36011,"Anson, NC",2007,"649,807"
36012,"Anson, NC",2008,"641,746"
36013,"Anson, NC",2009,"641,340"
36014,"Anson, NC",2010,"680,339"
36015,"Anson, NC",2011,"678,123"
36016,"Anson, NC",2012,"677,673"
36017,"Anson, NC",2013,"698,082"
36018,"Anson, NC",2014,"775,118"
36019,"Anson, NC",2015,"845,151"
36020,"Anson, NC",2016,"833,804"
36021,"Anson, NC",2017,"827,604"
36022,"Anson, NC",2018,"877,762"
36023,"Anson, NC",2019,"858,539"
36024,"Ashe, NC",2001,"512,441"
36025,"Ashe, NC",2002,"554,748"
36026,"Ashe, NC",2003,"546,968"
36027,"Ashe, NC",2004,"572,606"
36028,"Ashe, NC",2005,"580,218"
36029,"Ashe, NC",2006,"645,371"
36030,"Ashe, NC",2007,"629,714"
36031,"Ashe, NC",2008,"675,745"
36032,"Ashe, NC",2009,"690,758"
36033,"Ashe, NC",2010,"763,971"
36034,"Ashe, NC",2011,"726,389"
36035,"Ashe, NC",2012,"692,153"
36036,"Ashe, NC",2013,"683,379"
36037,"Ashe, NC",2014,"671,181"
36038,"Ashe, NC",2015,"692,589"
36039,"Ashe, NC",2016,"716,948"
36040,"Ashe, NC",2017,"749,381"
36041,"Ashe, NC",2018,"773,808"
36042,"Ashe, NC",2019,"824,835"
36043,"Avery, NC",2001,"408,620"
36044,"Avery, NC",2002,"436,457"
36045,"Avery, NC",2003,"432,701"
36046,"Avery, NC",2004,"438,648"
36047,"Avery, NC",2005,"470,354"
36048,"Avery, NC",2006,"472,664"
36049,"Avery, NC",2007,"503,999"
36050,"Avery, NC",2008,"495,012"
36051,"Avery, NC",2009,"506,665"
36052,"Avery, NC",2010,"522,334"
36053,"Avery, NC",2011,"532,171"
36054,"Avery, NC",2012,"563,690"
36055,"Avery, NC",2013,"555,118"
36056,"Avery, NC",2014,"562,493"
36057,"Avery, NC",2015,"578,221"
36058,"Avery, NC",2016,"592,415"
36059,"Avery, NC",2017,"618,184"
36060,"Avery, NC",2018,"644,996"
36061,"Avery, NC",2019,"687,784"
36062,"Beaufort, NC",2001,"1,297,405"
36063,"Beaufort, NC",2002,"1,250,991"
36064,"Beaufort, NC",2003,"1,260,233"
36065,"Beaufort, NC",2004,"1,126,014"
36066,"Beaufort, NC",2005,"1,230,243"
36067,"Beaufort, NC",2006,"1,361,303"
36068,"Beaufort, NC",2007,"1,570,622"
36069,"Beaufort, NC",2008,"1,587,176"
36070,"Beaufort, NC",2009,"1,630,979"
36071,"Beaufort, NC",2010,"1,601,386"
36072,"Beaufort, NC",2011,"1,751,959"
36073,"Beaufort, NC",2012,"1,690,089"
36074,"Beaufort, NC",2013,"1,802,271"
36075,"Beaufort, NC",2014,"1,834,308"
36076,"Beaufort, NC",2015,"1,882,667"
36077,"Beaufort, NC",2016,"2,337,587"
36078,"Beaufort, NC",2017,"2,450,860"
36079,"Beaufort, NC",2018,"2,605,502"
36080,"Beaufort, NC",2019,"2,565,488"
36081,"Bertie, NC",2001,"699,461"
36082,"Bertie, NC",2002,"626,341"
36083,"Bertie, NC",2003,"615,460"
36084,"Bertie, NC",2004,"635,297"
36085,"Bertie, NC",2005,"628,547"
36086,"Bertie, NC",2006,"709,066"
36087,"Bertie, NC",2007,"713,703"
36088,"Bertie, NC",2008,"677,747"
36089,"Bertie, NC",2009,"720,407"
36090,"Bertie, NC",2010,"658,759"
36091,"Bertie, NC",2011,"611,661"
36092,"Bertie, NC",2012,"605,755"
36093,"Bertie, NC",2013,"620,725"
36094,"Bertie, NC",2014,"639,786"
36095,"Bertie, NC",2015,"706,069"
36096,"Bertie, NC",2016,"682,268"
36097,"Bertie, NC",2017,"707,252"
36098,"Bertie, NC",2018,"662,264"
36099,"Bertie, NC",2019,"693,096"
36100,"Bladen, NC",2001,"1,628,839"
36101,"Bladen, NC",2002,"1,361,490"
36102,"Bladen, NC",2003,"1,520,296"
36103,"Bladen, NC",2004,"1,721,746"
36104,"Bladen, NC",2005,"1,806,515"
36105,"Bladen, NC",2006,"2,099,169"
36106,"Bladen, NC",2007,"1,669,975"
36107,"Bladen, NC",2008,"1,292,069"
36108,"Bladen, NC",2009,"960,342"
36109,"Bladen, NC",2010,"1,233,358"
36110,"Bladen, NC",2011,"1,392,190"
36111,"Bladen, NC",2012,"1,494,371"
36112,"Bladen, NC",2013,"1,466,532"
36113,"Bladen, NC",2014,"1,457,536"
36114,"Bladen, NC",2015,"1,485,121"
36115,"Bladen, NC",2016,"1,455,601"
36116,"Bladen, NC",2017,"1,432,057"
36117,"Bladen, NC",2018,"1,427,577"
36118,"Bladen, NC",2019,"1,428,558"
36119,"Brunswick, NC",2001,"2,278,098"
36120,"Brunswick, NC",2002,"2,224,389"
36121,"Brunswick, NC",2003,"2,366,482"
36122,"Brunswick, NC",2004,"2,738,439"
36123,"Brunswick, NC",2005,"2,997,709"
36124,"Brunswick, NC",2006,"3,018,195"
36125,"Brunswick, NC",2007,"3,124,490"
36126,"Brunswick, NC",2008,"3,127,310"
36127,"Brunswick, NC",2009,"3,173,029"
36128,"Brunswick, NC",2010,"3,314,812"
36129,"Brunswick, NC",2011,"3,359,006"
36130,"Brunswick, NC",2012,"3,353,752"
36131,"Brunswick, NC",2013,"3,442,150"
36132,"Brunswick, NC",2014,"3,708,351"
36133,"Brunswick, NC",2015,"3,879,508"
36134,"Brunswick, NC",2016,"4,110,316"
36135,"Brunswick, NC",2017,"4,377,655"
36136,"Brunswick, NC",2018,"4,474,509"
36137,"Brunswick, NC",2019,"4,816,532"
36138,"Buncombe, NC",2001,"6,713,576"
36139,"Buncombe, NC",2002,"7,006,403"
36140,"Buncombe, NC",2003,"7,311,062"
36141,"Buncombe, NC",2004,"7,744,015"
36142,"Buncombe, NC",2005,"8,244,538"
36143,"Buncombe, NC",2006,"8,844,000"
36144,"Buncombe, NC",2007,"9,017,903"
36145,"Buncombe, NC",2008,"9,273,918"
36146,"Buncombe, NC",2009,"9,160,478"
36147,"Buncombe, NC",2010,"9,545,695"
36148,"Buncombe, NC",2011,"9,774,150"
36149,"Buncombe, NC",2012,"9,962,945"
36150,"Buncombe, NC",2013,"10,420,608"
36151,"Buncombe, NC",2014,"11,030,693"
36152,"Buncombe, NC",2015,"11,717,319"
36153,"Buncombe, NC",2016,"12,223,372"
36154,"Buncombe, NC",2017,"13,096,353"
36155,"Buncombe, NC",2018,"13,998,909"
36156,"Buncombe, NC",2019,"14,775,589"
36157,"Burke, NC",2001,"2,179,849"
36158,"Burke, NC",2002,"2,266,114"
36159,"Burke, NC",2003,"2,209,441"
36160,"Burke, NC",2004,"2,310,462"
36161,"Burke, NC",2005,"2,346,574"
36162,"Burke, NC",2006,"2,493,202"
36163,"Burke, NC",2007,"2,437,156"
36164,"Burke, NC",2008,"2,444,214"
36165,"Burke, NC",2009,"2,408,259"
36166,"Burke, NC",2010,"2,494,258"
36167,"Burke, NC",2011,"2,531,936"
36168,"Burke, NC",2012,"2,549,494"
36169,"Burke, NC",2013,"2,601,777"
36170,"Burke, NC",2014,"2,617,277"
36171,"Burke, NC",2015,"2,724,429"
36172,"Burke, NC",2016,"2,768,639"
36173,"Burke, NC",2017,"2,749,587"
36174,"Burke, NC",2018,"2,792,927"
36175,"Burke, NC",2019,"2,926,084"
36176,"Cabarrus, NC",2001,"5,005,944"
36177,"Cabarrus, NC",2002,"5,257,679"
36178,"Cabarrus, NC",2003,"5,483,106"
36179,"Cabarrus, NC",2004,"5,734,834"
36180,"Cabarrus, NC",2005,"6,016,043"
36181,"Cabarrus, NC",2006,"6,729,225"
36182,"Cabarrus, NC",2007,"6,932,972"
36183,"Cabarrus, NC",2008,"6,238,222"
36184,"Cabarrus, NC",2009,"5,827,636"
36185,"Cabarrus, NC",2010,"5,798,977"
36186,"Cabarrus, NC",2011,"5,773,566"
36187,"Cabarrus, NC",2012,"5,677,195"
36188,"Cabarrus, NC",2013,"5,728,702"
36189,"Cabarrus, NC",2014,"5,944,219"
36190,"Cabarrus, NC",2015,"6,356,590"
36191,"Cabarrus, NC",2016,"6,946,401"
36192,"Cabarrus, NC",2017,"7,518,499"
36193,"Cabarrus, NC",2018,"7,621,806"
36194,"Cabarrus, NC",2019,"7,972,208"
36195,"Caldwell, NC",2001,"1,871,648"
